@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
125,'2019/01/23 12:03:06:355',1,0.563038,-0.116593,0.418999,0.237118,0.392806,0.278045,0.410046,0.304154,0.23893,0.266612,0.313462,0.29541,0.32846,732.128906,0.002818,0.016419,1
126,'2019/01/23 12:03:06:371',1,0.855407,0.373554,0.696434,0.214762,0.281918,0.436246,0.329345,0.168931,0.103754,0.021774,0.144097,0.16899,0.128279,86.132813,0.003343,0.019115,1
127,'2019/01/23 12:03:06:388',1,0.95872,0.332157,0.647727,0.199824,0.17275,0.181459,0.22246,0.147633,0.202855,0.109521,0.223344,0.144012,0.143487,129.199219,0.004496,0.020918,1
128,'2019/01/23 12:03:06:404',1,0.984414,0.320039,0.657557,0.295189,0.306253,0.234459,0.026832,0.004186,-0.005972,0.107534,0.426177,0.227236,0.31985,129.199219,0.004543,0.022642,1
129,'2019/01/23 12:03:06:421',1,0.757604,0.176415,0.434445,0.333007,0.339593,0.206712,0.263067,0.154766,0.080457,0.006012,0.325272,0.272378,0.17032,172.265625,0.00431,0.013811,1
130,'2019/01/23 12:03:06:438',1,0.692362,0.287978,0.68021,0.313844,0.203622,0.023818,0.192598,0.212493,0.086772,0.272551,0.176589,0.298421,0.344698,172.265625,0.004358,0.013322,1
131,'2019/01/23 12:03:06:455',1,0.778021,0.233595,0.33672,0.139859,0.177282,0.20456,0.260379,0.196945,0.111085,0.297676,0.40729,0.176813,0.183447,215.332031,0.004577,0.012984,1
132,'2019/01/23 12:03:06:471',1,0.951441,0.409428,0.557608,0.271566,0.286298,0.153962,0.022853,-0.016396,0.020627,0.199667,0.405978,0.225286,0.178629,172.265625,0.004989,0.01715,1
133,'2019/01/23 12:03:06:488',1,0.659778,0.064554,0.515278,0.21739,0.258848,0.232997,0.180779,0.126391,0.102376,0.156052,0.364301,0.333802,0.298164,215.332031,0.003773,0.013419,1
134,'2019/01/23 12:03:06:504',1,0.958764,0.313408,0.738271,0.444144,0.189557,0.143814,0.017984,0.029807,0.11855,0.123908,0.348579,0.175149,0.14373,129.199219,0.004728,0.02637,1
135,'2019/01/23 12:03:06:521',1,0.582827,-0.024804,0.359978,-0.009029,0.06083,0.096111,0.24841,0.363439,0.344711,0.219694,0.469047,0.257814,0.272416,301.464844,0.003674,0.012234,1
136,'2019/01/23 12:03:06:538',1,0.885645,0.326824,0.707699,0.105117,0.077669,0.096203,0.220168,0.171743,0.251035,0.318707,0.25846,0.091893,0.105125,129.199219,0.004448,0.019786,1
137,'2019/01/23 12:03:06:555',1,0.897111,0.286509,0.510683,0.101203,0.094484,0.081941,0.178311,0.265266,0.183813,0.179761,0.262099,0.110757,0.345813,215.332031,0.003831,0.01362,1
138,'2019/01/23 12:03:06:571',1,0.686939,0.177548,0.516789,0.278284,0.41152,0.326824,0.284495,0.234724,0.16376,0.182169,0.254889,0.182948,0.235747,86.132813,0.002876,0.010828,1
139,'2019/01/23 12:03:06:589',1,0.745478,0.315074,0.701893,0.173217,0.21167,0.276116,0.215621,0.21201,0.212527,0.170235,0.260106,0.185122,0.155076,129.199219,0.003423,0.012692,1
140,'2019/01/23 12:03:06:605',1,0.904614,0.30738,0.636902,0.121095,0.195215,0.254768,0.232061,0.072539,0.116342,0.028249,0.307431,0.282823,0.341976,172.265625,0.003916,0.014964,1
141,'2019/01/23 12:03:06:621',1,0.826888,0.156509,0.429397,0.207389,0.329603,0.132901,0.134021,0.242508,0.139905,0.144634,0.290781,0.168883,0.408101,172.265625,0.003419,0.012338,1
142,'2019/01/23 12:03:06:640',1,0.805369,0.059305,0.504005,0.185654,0.108204,0.019436,0.102479,0.250149,0.309683,0.378363,0.339201,0.155362,0.255985,215.332031,0.003621,0.012936,1
143,'2019/01/23 12:03:06:655',1,0.740198,0.05477,0.46695,0.146336,0.272299,0.360641,0.272202,0.30387,0.382712,0.247616,0.320509,0.257808,0.248515,0,0.003259,0.01081,1
144,'2019/01/23 12:03:06:671',1,0.91902,0.157771,0.379955,-0.015405,0.054344,0.084924,0.111695,0.205912,0.24274,0.195525,0.327588,0.360771,0.423564,215.332031,0.003778,0.019539,1
145,'2019/01/23 12:03:06:688',1,0.726818,0.012837,0.377598,0.184613,0.276128,0.274905,0.185127,0.182238,0.119549,0.293695,0.360146,0.21737,0.377561,215.332031,0.002779,0.01012,1
146,'2019/01/23 12:03:06:704',1,0.702712,0.02983,0.589435,0.226309,0.057534,0.063295,0.240927,0.34984,0.374381,0.387626,0.370624,0.214373,0.233873,301.464844,0.003218,0.01024,1
147,'2019/01/23 12:03:06:722',1,0.878509,0.057326,0.382055,0.260837,0.373346,0.214782,0.19287,0.218389,-0.079636,0.025428,0.264905,0.273634,0.346221,172.265625,0.003448,0.012971,1
148,'2019/01/23 12:03:06:738',1,0.84345,0.332785,0.564893,0.27801,0.223836,0.037875,0.188984,0.147687,0.090593,0.198845,0.385563,0.195451,0.174865,172.265625,0.002993,0.014671,1
149,'2019/01/23 12:03:06:757',1,0.843393,0.365257,0.53366,0.156099,0.382939,0.357808,0.033458,0.033505,0.205945,0.212735,0.176903,0.235397,0.278615,129.199219,0.003146,0.013476,1
150,'2019/01/23 12:03:06:774',1,0.973941,0.246884,0.451316,0.052032,0.291287,0.284785,0.187798,0.218642,0.198119,0.003855,0.224459,0.408156,0.274788,129.199219,0.003617,0.014485,1
151,'2019/01/23 12:03:06:790',1,0.838747,0.057094,0.529688,0.260017,0.130522,0.096859,0.175778,0.175791,0.164485,0.308493,0.422054,0.155618,0.332439,215.332031,0.002904,0.010769,1
152,'2019/01/23 12:03:06:807',1,0.697801,-0.105871,0.36696,0.319692,0.325381,0.477801,0.31457,0.33809,0.249465,0.10437,0.284091,0.260174,0.438721,602.929688,0.00277,0.011135,1
153,'2019/01/23 12:03:06:824',1,0.906189,0.269746,0.511538,0.055245,0.242154,0.184086,0.238678,0.205264,0.117291,0.136992,0.383602,0.385903,0.158939,215.332031,0.003184,0.01024,1
154,'2019/01/23 12:03:06:841',1,0.844795,0.257494,0.554609,0.089484,0.171732,0.289618,0.253569,0.147893,0.225479,0.13287,0.180631,0.228482,0.269804,172.265625,0.002876,0.010507,1
155,'2019/01/23 12:03:06:857',1,0.822353,0.107043,0.546676,0.231582,0.243511,0.218002,0.094274,-0.001864,0.211402,0.292944,0.261311,0.250823,0.351529,215.332031,0.002966,0.011079,1
156,'2019/01/23 12:03:06:874',1,0.715496,0.204932,0.480276,0.170591,0.094774,0.109066,0.217546,0.138084,0.161818,0.177231,0.217761,0.192604,0.272289,172.265625,0.002526,0.010877,1
157,'2019/01/23 12:03:06:891',1,0.841334,0.138927,0.343326,0.109765,0.217943,0.276684,0.168289,0.069037,0.256586,0.266204,0.226109,0.272933,0.299925,215.332031,0.002715,0.00889,1
158,'2019/01/23 12:03:06:907',1,0.933244,0.244436,0.515646,0.277324,0.206813,0.173127,0.226554,0.238697,0.157808,0.147407,0.181611,0.136687,0.266158,129.199219,0.002884,0.011069,1
159,'2019/01/23 12:03:06:924',1,0.768035,0.226684,0.655761,0.384144,0.217893,0.28052,0.246396,0.004119,0.160396,0.159283,0.232982,0.145722,0.280898,129.199219,0.002628,0.010744,1
160,'2019/01/23 12:03:06:941',1,0.449942,0.27453,-0.037971,0.290496,-0.131368,0.109367,0.372521,0.38195,0.325267,0.136152,0.335971,0.19557,0.354947,7235.15625,0.007962,0.023416,1
161,'2019/01/23 12:03:06:957',1,0.824839,0.203387,0.341662,0.224674,0.333724,0.363567,0.105297,0.037427,0.108601,0.115624,0.286439,0.373928,0.398468,215.332031,0.00347,0.014572,1
162,'2019/01/23 12:03:06:974',1,0.581208,0.142157,0.643068,0.073573,0.255621,0.164121,0.421041,0.385966,0.035328,0.314479,0.292618,0.155531,0.078734,3962.109375,0.005818,0.0192,1
163,'2019/01/23 12:03:06:991',1,0.93627,0.136334,0.533244,0.236779,0.222877,0.280814,0.154058,0.053914,0.107369,0.059451,0.297481,0.260974,0.350933,172.265625,0.003572,0.013947,1
164,'2019/01/23 12:03:07:008',1,0.778927,0.313584,0.566875,0.022968,0.25586,0.171682,0.136094,0.132849,0.194079,0.22083,0.339856,0.339551,0.280671,215.332031,0.003453,0.014141,1
165,'2019/01/23 12:03:07:024',1,0.794572,0.380477,0.643025,0.186676,0.368023,0.105075,-0.007629,0.089223,-0.001327,0.263575,0.360942,0.283392,0.359115,215.332031,0.00446,0.017769,1
166,'2019/01/23 12:03:07:041',1,0.47477,0.245811,0.502855,0.151842,0.662113,0.000284,0.229546,0.069283,0.009914,0.248934,0.290913,0.290334,0.22099,4565.039063,0.009561,0.046127,1
167,'2019/01/23 12:03:07:057',1,0.768582,0.157951,0.431408,-0.02065,0.325022,0.095884,0.089403,0.163967,0.313551,0.036846,0.230131,0.424818,0.135559,215.332031,0.009184,0.032088,1
168,'2019/01/23 12:03:07:075',1,0.871059,0.132459,0.450319,0.094699,0.213441,0.169937,0.204286,0.172114,0.248501,0.250719,0.307485,0.295475,0.250229,258.398438,0.00526,0.021609,1
169,'2019/01/23 12:03:07:090',1,0.639809,0.081735,0.549938,0.079815,0.170039,0.16341,0.365017,0.266941,0.187768,0.296403,0.437855,0.339681,0.303664,258.398438,0.003858,0.012702,1
170,'2019/01/23 12:03:07:108',1,0.751589,-0.0367,0.310152,0.242205,0.266245,0.263561,0.275702,0.287471,0.296913,0.273235,0.342857,0.254814,0.178086,645.996094,0.003483,0.012989,1
171,'2019/01/23 12:03:07:124',1,0.856679,0.38316,0.480685,0.184208,0.280534,0.102474,0.082011,0.111739,0.173285,0.115493,0.399083,0.343859,0.198522,172.265625,0.003736,0.014607,1
172,'2019/01/23 12:03:07:141',1,0.765833,0.262405,0.597716,0.094844,0.163356,0.349043,0.258963,0.16593,0.031625,0.191506,0.509798,0.270416,0.216832,258.398438,0.003517,0.014402,1
173,'2019/01/23 12:03:07:157',1,0.755547,-0.003946,0.335494,0.124719,0.402436,0.396182,0.283828,0.30259,0.305348,0.168889,0.139954,0.152916,0.332682,645.996094,0.003535,0.011073,1
174,'2019/01/23 12:03:07:174',1,0.6753,0.230402,0.346773,0.166192,0.231578,0.157143,0.14863,-0.070666,0.193968,0.32397,0.320534,0.218005,0.287649,215.332031,0.004462,0.014747,1
175,'2019/01/23 12:03:07:191',1,0.910363,0.293648,0.530815,0.186059,0.150779,0.053542,0.123658,0.175595,0.287312,0.299927,0.246285,0.202472,0.231253,172.265625,0.004129,0.016295,1
176,'2019/01/23 12:03:07:208',1,0.796412,0.202058,0.602757,0.243061,0.308447,0.167894,-0.075421,0.087677,0.14994,0.243264,0.337361,0.093525,0.250013,172.265625,0.00406,0.019211,1
177,'2019/01/23 12:03:07:224',1,0.756311,0.125924,0.518453,0.277367,0.246848,0.232987,0.265278,0.351569,0.14993,0.121312,0.346115,0.21942,0.123032,86.132813,0.003641,0.013033,1
178,'2019/01/23 12:03:07:241',1,0.695436,0.135654,0.650985,0.159227,0.306942,0.183827,0.074172,0.168767,0.267816,0.333376,0.295036,0.171615,0.310528,172.265625,0.003774,0.011835,1
179,'2019/01/23 12:03:07:257',1,0.611989,0.071802,0.612553,0.447892,0.417828,0.392134,0.155409,0.152288,0.280771,0.198647,0.15184,0.158853,0.162232,86.132813,0.003263,0.010278,1
180,'2019/01/23 12:03:07:274',1,0.743299,0.075412,0.577342,0.123632,0.157933,0.253295,0.130259,0.246367,0.284407,0.198319,0.354334,0.182094,0.319333,215.332031,0.003593,0.012278,1
181,'2019/01/23 12:03:07:291',1,0.74728,0.065421,0.261104,0.019823,0.214626,0.265273,0.24006,0.232147,0.158111,0.345099,0.598729,0.193988,0.071396,301.464844,0.00348,0.013531,1
182,'2019/01/23 12:03:07:307',1,0.808146,0.202802,0.660285,0.092645,0.160318,0.169405,0.130499,0.261011,0.162627,0.201685,0.33189,0.285703,0.297989,215.332031,0.003235,0.013191,1
183,'2019/01/23 12:03:07:324',1,0.720896,0.267646,0.594243,-0.034437,0.034515,0.103043,0.240746,0.352914,0.313213,0.26673,0.237604,0.167107,0.449366,258.398438,0.00351,0.012457,1
184,'2019/01/23 12:03:07:341',1,0.744415,0.096487,0.710556,0.285337,0.268278,0.229459,0.295472,0.273778,0.160253,0.112205,0.286513,0.05128,0.263258,129.199219,0.003487,0.013172,1
185,'2019/01/23 12:03:07:358',1,0.881459,0.237842,0.593542,0.208095,0.302427,0.147002,0.070032,0.288761,0.23087,0.043564,0.183828,0.20378,0.279766,172.265625,0.003466,0.012647,1
186,'2019/01/23 12:03:07:375',1,0.861447,0.398935,0.643577,0.181469,0.005416,0.007289,0.208828,0.244529,0.161647,0.16788,0.396945,0.1919,0.261295,215.332031,0.003939,0.015239,1
187,'2019/01/23 12:03:07:391',1,0.427468,-0.020216,-0.087196,0.653556,-0.009541,0.232457,0.384575,0.319767,0.201398,0.228261,0.426234,0.013695,0.10464,1765.722656,0.037872,0.110145,1
188,'2019/01/23 12:03:07:407',1,1.00191,0.525592,0.425808,0.099499,0.171542,0.208347,0.160619,0.095816,0.094415,0.203475,0.32316,0.151486,0.089983,86.132813,0.01425,0.097978,1
189,'2019/01/23 12:03:07:424',1,0.591848,0.242242,0.516151,0.281714,0.451216,0.101423,0.16363,0.112153,0.027224,0.148356,0.182988,0.221453,0.29671,129.199219,0.005584,0.019288,1
190,'2019/01/23 12:03:07:440',1,0.046749,-1.410337,0.242682,-0.073745,0.288045,0.040677,0.342491,0.362169,0.057137,0.090046,0.435235,0.128592,0.281607,1550.390625,0.735489,3.371424,1
191,'2019/01/23 12:03:07:458',1,0.429319,-1.348882,0.304336,-0.262417,-0.005676,-0.10532,0.328055,0.229505,0.094707,0.168358,0.444916,0.130146,0.340896,1851.855469,0.998147,5.814084,1
192,'2019/01/23 12:03:07:474',1,0.378941,-1.404207,0.291931,-0.341566,0.00521,-0.06458,0.356133,0.181118,0.011321,0.064277,0.390171,0.120381,0.420052,1851.855469,0.956853,5.458549,1
193,'2019/01/23 12:03:07:491',1,0.425706,-1.462938,0.323822,-0.391708,0.048691,-0.109071,0.427486,0.213701,0.069109,0.029119,0.388381,0.086845,0.432571,1851.855469,0.858066,4.870519,1
194,'2019/01/23 12:03:07:507',1,0.447889,-1.45418,0.400903,-0.332106,0.114569,-0.018416,0.457607,0.204714,0.129502,0.050804,0.423969,0.085128,0.372697,1851.855469,0.836348,4.863939,1
195,'2019/01/23 12:03:07:524',1,0.520562,-1.418578,0.466568,-0.285778,0.161715,-0.061869,0.421562,0.116275,0.070682,0.053233,0.358439,0.015405,0.308249,1851.855469,0.7996,4.800983,1
196,'2019/01/23 12:03:07:540',1,0.507251,-1.487044,0.39338,-0.240385,0.281406,0.067762,0.543596,0.239668,0.171753,0.118549,0.33732,0.058944,0.27307,1851.855469,0.687184,4.260655,1
197,'2019/01/23 12:03:07:557',1,0.605495,-1.385373,0.446034,-0.28211,0.250936,0.011441,0.446066,0.16905,0.103185,0.063539,0.309698,0.03644,0.256905,1851.855469,0.635356,3.977686,1
198,'2019/01/23 12:03:07:574',1,0.62182,-1.407662,0.423367,-0.267033,0.215604,-0.012721,0.422951,0.149725,0.11809,0.083795,0.348014,0.062459,0.270043,1851.855469,0.589364,3.528038,1
199,'2019/01/23 12:03:07:591',1,0.677449,-1.412226,0.409609,-0.282839,0.186439,-0.024033,0.398294,0.143412,0.103899,0.102627,0.340983,0.09928,0.261304,1851.855469,0.578732,3.360329,1
200,'2019/01/23 12:03:07:607',1,0.484995,-0.9661,0.192496,0.065623,0.000423,0.156442,0.313972,0.161994,0.098806,0.011309,0.293757,-0.009689,0.258294,1851.855469,0.595618,3.211548,1
201,'2019/01/23 12:03:07:624',1,0.676833,-1.190699,0.339108,-0.088655,0.104718,0.154769,0.330831,0.192363,0.086048,0.143669,0.222928,0.094297,0.156589,1851.855469,0.512769,2.953625,1
202,'2019/01/23 12:03:07:641',1,0.723103,-1.387508,0.417131,-0.213941,0.141626,0.097235,0.399828,0.159865,0.156855,0.155259,0.27003,0.059675,0.268945,1851.855469,0.465633,2.736051,1
203,'2019/01/23 12:03:07:658',1,0.629694,-1.159266,0.195405,0.023291,-0.092839,0.295403,0.257339,0.313893,0.104134,0.184179,0.178957,0.108629,0.252804,1851.855469,0.362291,2.161059,1
204,'2019/01/23 12:03:07:674',1,0.695872,-1.399521,0.27943,-0.113684,0.098791,0.291583,0.375131,0.356953,0.1792,0.187373,0.190919,0.100106,0.288667,1851.855469,0.293858,1.741449,1
205,'2019/01/23 12:03:07:691',1,0.900442,-1.200958,0.42007,-0.111345,0.073299,0.304386,0.228998,0.188612,0.12597,0.19823,0.130729,-0.001278,0.372641,1851.855469,0.217174,1.281593,1
206,'2019/01/23 12:03:07:707',1,0.83902,-1.429847,0.266141,-0.171096,0.018983,0.116012,0.294997,0.224016,0.153902,0.213996,0.179737,0.1667,0.416941,1851.855469,0.183635,1.026586,1
207,'2019/01/23 12:03:07:725',1,0.93066,-1.28546,0.388938,-0.026327,0.149364,0.168021,0.331266,0.266911,0.090943,0.11676,0.097755,0.120864,0.292579,1851.855469,0.157953,0.858363,1
208,'2019/01/23 12:03:07:740',1,0.892544,-1.256705,0.196349,-0.065053,0.116354,0.129688,0.33419,0.286186,0.210333,0.240796,0.169096,0.204155,0.322048,516.796875,0.121692,0.634516,1
209,'2019/01/23 12:03:07:758',1,0.826639,-1.263214,0.275045,-0.071251,0.201747,0.22063,0.334156,0.264302,0.225405,0.2,0.124445,0.115608,0.347371,516.796875,0.107458,0.547439,1
210,'2019/01/23 12:03:07:774',1,0.881326,-1.238768,0.25196,0.097164,0.212352,0.248038,0.307228,0.208307,0.286281,0.194842,-0.006735,0.169487,0.320998,1291.992188,0.092387,0.494724,1
211,'2019/01/23 12:03:07:791',1,0.928187,-1.241699,0.329826,0.13191,0.235504,0.203,0.243482,0.303875,0.218243,0.22248,0.06005,0.225698,0.277875,1335.058594,0.087726,0.470403,1
212,'2019/01/23 12:03:07:807',1,0.943041,-1.193281,0.332896,0.217948,0.121424,0.128759,0.200434,0.164976,0.187273,0.150806,0.136311,0.31231,0.340021,1593.457031,0.084995,0.453954,1
213,'2019/01/23 12:03:07:826',1,0.878842,-1.205487,0.304475,0.426387,0.278318,0.319026,0.434087,0.241,0.266116,0.100628,0.037123,0.120371,0.0808,1593.457031,0.08183,0.456135,1
214,'2019/01/23 12:03:07:841',1,0.895423,-1.183128,0.399866,0.461289,0.253852,0.159675,0.166812,0.129585,0.139579,0.164702,0.096073,0.24497,0.179597,1593.457031,0.073187,0.402661,1
215,'2019/01/23 12:03:07:857',1,0.544551,-1.246718,0.233312,0.545889,0.198921,-0.01504,-0.008577,0.168294,0.27938,0.367059,0.398081,0.296538,0.30024,1335.058594,0.06219,0.374952,1
216,'2019/01/23 12:03:07:874',1,0.790093,-0.975167,0.550373,0.666303,0.31472,0.022686,0.019334,0.060873,0.214892,0.218759,0.235167,0.161824,0.236917,1335.058594,0.062045,0.376328,1
217,'2019/01/23 12:03:07:893',1,0.813178,-1.071014,0.493406,0.720261,0.396845,0.141849,0.252143,0.158895,0.02255,0.018207,0.145408,0.098606,0.254858,1291.992188,0.0589,0.392231,1
218,'2019/01/23 12:03:07:908',1,0.733563,-1.268062,0.289443,0.466805,-0.006635,0.098347,0.196438,0.317255,0.326607,0.265698,0.449692,0.272918,0.399214,1291.992188,0.064312,0.399612,1
219,'2019/01/23 12:03:07:924',1,0.897572,-0.767434,0.381641,0.56085,0.059017,-0.089184,0.185445,0.282931,0.188824,0.222176,0.358742,0.143932,0.127596,1851.855469,0.05001,0.391871,1
220,'2019/01/23 12:03:07:941',1,0.899744,-1.031051,0.408746,0.488895,0.047636,0.027034,0.300377,0.173464,0.009407,0.284935,0.275127,0.24974,0.203693,1851.855469,0.050074,0.348996,1
221,'2019/01/23 12:03:07:958',1,0.797752,-0.868237,0.255401,0.350601,0.018355,-0.019985,0.174132,0.067205,0.037041,0.264066,0.540803,0.297913,0.263176,1851.855469,0.047161,0.264452,1
222,'2019/01/23 12:03:07:974',1,0.809363,-0.972839,0.193107,0.408863,-0.013035,0.184067,0.31631,0.123704,0.272508,0.320362,0.369766,0.202773,0.223504,1851.855469,0.044029,0.271647,1
223,'2019/01/23 12:03:07:990',1,0.761361,-0.656708,0.117091,0.501502,0.092788,0.159688,0.245654,0.078,0.056452,0.261051,0.27915,0.113108,0.18316,1851.855469,0.05451,0.348294,1
224,'2019/01/23 12:03:08:008',1,0.901703,-0.823658,0.057713,0.385165,0.025172,0.14197,0.29699,0.223286,0.062848,0.211252,0.246623,0.245011,0.235585,1851.855469,0.053118,0.301602,1
225,'2019/01/23 12:03:08:024',1,0.932871,-0.844121,0.298679,0.406799,0.127495,0.194122,0.409476,0.333901,0.117192,0.10015,0.181164,0.091782,0.12376,1851.855469,0.046667,0.280376,1
226,'2019/01/23 12:03:08:041',1,0.93891,-0.935498,0.328511,0.35091,0.145892,0.167797,0.38415,0.35763,0.07766,-0.086729,0.26915,0.206369,0.163773,1550.390625,0.03954,0.235775,1
227,'2019/01/23 12:03:08:057',1,0.870877,-0.855675,0.216123,0.251835,-0.114684,0.137929,0.513291,0.427109,0.136496,0.164288,0.327503,0.355717,0.285432,1593.457031,0.038485,0.223544,1
228,'2019/01/23 12:03:08:074',1,0.844995,-0.551516,0.031172,0.123289,-0.248006,0.039086,0.376334,0.32963,0.149662,0.197449,0.289514,0.394538,0.298579,516.796875,0.038883,0.208099,1
229,'2019/01/23 12:03:08:092',1,0.92313,-0.552105,0.394304,0.275967,-0.128744,0.233702,0.487959,0.311823,0.131208,0.043109,0.220609,0.06696,0.178337,1851.855469,0.032828,0.20382,1
230,'2019/01/23 12:03:08:107',1,0.988945,-0.718882,0.321736,0.275286,0.076191,0.160271,0.401891,0.35726,0.005223,-0.019319,0.178376,0.197151,0.148785,1593.457031,0.035306,0.213342,1
231,'2019/01/23 12:03:08:124',1,0.309676,-1.286165,0.169343,-0.216369,0.024272,-0.077014,0.216386,0.061306,0.107062,0.161021,0.309339,0.197038,0.353877,1937.988281,0.956399,5.24847,1
232,'2019/01/23 12:03:08:141',1,0.401767,-1.324038,0.132309,-0.272497,0.028484,-0.024328,0.347093,0.128966,0.133611,0.161415,0.272126,0.217176,0.371968,1937.988281,0.966737,5.286731,1
233,'2019/01/23 12:03:08:157',1,0.603417,-1.139948,0.27149,-0.199622,0.121717,0.021666,0.387746,0.120198,0.092538,0.039634,0.234691,0.119588,0.349594,1937.988281,0.929621,5.144194,1
234,'2019/01/23 12:03:08:174',1,0.574662,-1.257587,0.296597,-0.25571,0.125369,-0.004897,0.397969,0.077354,0.154527,0.030251,0.241784,0.1037,0.396802,1981.054688,0.910714,4.922645,1
235,'2019/01/23 12:03:08:190',1,0.472777,-1.455226,0.128639,-0.302534,0.018049,-0.047139,0.378002,0.062743,0.206048,0.094082,0.339242,0.226315,0.432665,1937.988281,0.836344,4.664083,1
236,'2019/01/23 12:03:08:207',1,0.605224,-1.321395,0.249963,-0.221299,0.119124,0.01646,0.409805,0.09382,0.227017,0.061088,0.31275,0.185241,0.36839,1937.988281,0.802312,4.416403,1
237,'2019/01/23 12:03:08:224',1,0.391569,-1.015577,-0.137281,-0.160286,0.00325,0.078514,0.301315,0.184494,0.218682,0.152061,0.275005,0.209712,0.314189,1981.054688,0.616273,3.596688,1
238,'2019/01/23 12:03:08:242',1,0.476266,-1.342034,0.134838,-0.097586,0.200977,0.251108,0.523341,0.260392,0.13471,-0.025284,0.058622,0.078904,0.207664,1937.988281,0.688014,3.790566,1
239,'2019/01/23 12:03:08:258',1,0.58154,-0.993581,0.136276,0.052115,0.017731,0.206401,0.279029,0.209857,0.028306,0.046887,0.022149,0.173357,0.203726,1937.988281,0.688205,3.648228,1
240,'2019/01/23 12:03:08:274',1,0.670869,-1.335518,0.256175,-0.203477,0.202142,0.073026,0.405994,0.136481,0.208177,0.046143,0.188198,0.14943,0.358097,1937.988281,0.601933,3.277101,1
241,'2019/01/23 12:03:08:290',1,0.762919,-1.29911,0.354801,-0.187243,0.204684,0.088262,0.393341,0.055996,0.200015,0.025523,0.154787,0.105616,0.368275,1937.988281,0.582968,3.27183,1
242,'2019/01/23 12:03:08:307',1,0.827974,-1.395973,0.325272,-0.253243,0.153111,0.065661,0.433714,0.124735,0.209584,0.069578,0.155688,0.137467,0.314998,1937.988281,0.509333,2.909291,1
243,'2019/01/23 12:03:08:324',1,0.864241,-1.396389,0.354898,-0.263508,0.142617,0.108003,0.456942,0.162887,0.206372,0.129589,0.178288,0.184895,0.267487,1937.988281,0.440628,2.544314,1
244,'2019/01/23 12:03:08:341',1,0.809989,-1.492539,-3.297861,-5.068649,0.033805,0.026008,0.427827,0.113265,0.231079,0.145112,0.21611,0.215816,0.418868,1937.988281,0.373293,2.050929,1
245,'2019/01/23 12:03:08:358',1,0.930661,-1.404849,0.371336,-0.25688,0.087397,0.142186,0.453043,0.162181,0.212195,0.133449,0.218713,0.161971,0.344754,1937.988281,0.307874,1.803276,1
246,'2019/01/23 12:03:08:374',1,1.013249,-1.374985,0.291606,-0.180973,0.026421,0.126158,0.420318,0.174217,0.128165,0.144927,0.165015,0.207689,0.334956,559.863281,0.297169,1.711885,1
247,'2019/01/23 12:03:08:391',1,1.044165,-1.264112,0.257505,-0.08286,0.077503,0.170325,0.40089,0.221828,0.141672,0.085523,0.142994,0.224763,0.28537,559.863281,0.221346,1.355297,1
248,'2019/01/23 12:03:08:408',1,0.943628,-1.544125,-0.005881,-0.199607,-0.109222,0.077933,0.308916,0.204414,0.16848,0.159387,0.196879,0.336886,0.348744,559.863281,0.221313,1.328951,1
249,'2019/01/23 12:03:08:424',1,0.997014,-1.453851,0.114597,-0.051036,-0.020648,0.166139,0.375513,0.275291,0.187652,0.113034,0.273668,0.307073,0.318252,1937.988281,0.186691,1.192027,1
250,'2019/01/23 12:03:08:441',1,1.105991,-1.304748,0.113361,0.010481,0.093347,0.095656,0.283618,0.303672,0.050665,0.104021,0.208438,0.220421,0.292931,559.863281,0.163572,1.029561,1
251,'2019/01/23 12:03:08:458',1,0.989932,-1.468979,0.10402,0.003778,-0.087436,0.165811,0.359151,0.271319,0.19187,0.21094,0.312199,0.301918,0.389926,1937.988281,0.161447,0.92267,1
252,'2019/01/23 12:03:08:474',1,0.874325,-1.292635,0.091306,0.225645,0.04734,0.250305,0.394635,0.210214,0.137711,0.058239,0.154878,0.162801,0.192889,1937.988281,0.144828,0.920737,1
